facet_id,raw_value,normalized_value,leading_id_prefix,normalization_transforms,is_malformed,malformed_reason,facet_type,conversation_observable,sensitivity,requires_explicit_disclosure,abstention_reason,is_duplicate_normalized,duplicate_of_facet_id,scoring_scale,scoring_anchors_json
F0309,Digital-nomad months,Digital-nomad months,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Digital-nomad months' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Digital-nomad months'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Digital-nomad months'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Digital-nomad months'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Digital-nomad months'.""}"
F0310,516. Religious coping – Negative,Religious coping – Negative,516,stripped_leading_numeric_id,False,,spiritual_religious_practice,True,medium,True,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Religious coping – Negative' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Religious coping – Negative'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Religious coping – Negative'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Religious coping – Negative'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Religious coping – Negative'.""}"
F0311,Snacking Behavior,Snacking Behavior,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Snacking Behavior' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Snacking Behavior'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Snacking Behavior'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Snacking Behavior'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Snacking Behavior'.""}"
F0312,Aura-color perception,Aura-color perception,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Aura-color perception' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Aura-color perception'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Aura-color perception'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Aura-color perception'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Aura-color perception'.""}"
F0313,638. Sacred text engagement: Zohar (Kabbalah) study hours,Sacred text engagement: Zohar (Kabbalah) study hours,638,stripped_leading_numeric_id,False,,spiritual_religious_practice,True,medium,True,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Sacred text engagement: Zohar (Kabbalah) study hours' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Sacred text engagement: Zohar (Kabbalah) study hours'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Sacred text engagement: Zohar (Kabbalah) study hours'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Sacred text engagement: Zohar (Kabbalah) study hours'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Sacred text engagement: Zohar (Kabbalah) study hours'.""}"
F0314,Motivational Drivers:,Motivational Drivers,,stripped_trailing_colon,True,header_like_trailing_colon,header_artifact,False,n/a,False,not_a_scorable_facet_category_header,False,,,
F0315,Cloud-backup frequency,Cloud-backup frequency,,,False,,behavioral_frequency_count,True,low,True,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Cloud-backup frequency' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Cloud-backup frequency'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Cloud-backup frequency'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Cloud-backup frequency'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Cloud-backup frequency'.""}"
F0316,Learning Style,Learning Style,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Learning Style' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Learning Style'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Learning Style'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Learning Style'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Learning Style'.""}"
F0317,872. Islamic practice: Seerah study hours,Islamic practice: Seerah study hours,872,stripped_leading_numeric_id,False,,spiritual_religious_practice,True,medium,True,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Islamic practice: Seerah study hours' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Islamic practice: Seerah study hours'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Islamic practice: Seerah study hours'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Islamic practice: Seerah study hours'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Islamic practice: Seerah study hours'.""}"
F0318,Safety compliance,Safety compliance,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Safety compliance' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Safety compliance'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Safety compliance'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Safety compliance'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Safety compliance'.""}"
F0319,Sensationalism,Sensationalism,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Sensationalism' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Sensationalism'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Sensationalism'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Sensationalism'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Sensationalism'.""}"
F0320,Nationality,Nationality,,,False,,sensitive_biographical,True,high,True,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Nationality' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Nationality'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Nationality'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Nationality'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Nationality'.""}"
F0321,Drollness,Drollness,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Drollness' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Drollness'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Drollness'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Drollness'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Drollness'.""}"
F0322,Cooperation,Cooperation,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Cooperation' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Cooperation'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Cooperation'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Cooperation'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Cooperation'.""}"
F0323,Breakfast-skipping frequency,Breakfast-skipping frequency,,,False,,behavioral_frequency_count,True,low,True,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Breakfast-skipping frequency' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Breakfast-skipping frequency'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Breakfast-skipping frequency'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Breakfast-skipping frequency'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Breakfast-skipping frequency'.""}"
F0324,922. Sikh spiritual metric: Kirtan participation frequency,Sikh spiritual metric: Kirtan participation frequency,922,stripped_leading_numeric_id,False,,spiritual_religious_practice,True,medium,True,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Sikh spiritual metric: Kirtan participation frequency' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Sikh spiritual metric: Kirtan participation frequency'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Sikh spiritual metric: Kirtan participation frequency'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Sikh spiritual metric: Kirtan participation frequency'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Sikh spiritual metric: Kirtan participation frequency'.""}"
F0325,Impulsivity,Impulsivity,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Impulsivity' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Impulsivity'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Impulsivity'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Impulsivity'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Impulsivity'.""}"
F0326,Museum visits/year,Museum visits/year,,,False,,behavioral_frequency_count,True,low,True,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Museum visits/year' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Museum visits/year'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Museum visits/year'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Museum visits/year'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Museum visits/year'.""}"
F0327,Choir participation years,Choir participation years,,,False,,behavioral_frequency_count,True,low,True,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Choir participation years' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Choir participation years'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Choir participation years'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Choir participation years'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Choir participation years'.""}"
F0328,Delegation Ability,Delegation Ability,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Delegation Ability' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Delegation Ability'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Delegation Ability'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Delegation Ability'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Delegation Ability'.""}"
F0329,788. Kabbalah sephira balance: Tiferet,Kabbalah sephira balance: Tiferet,788,stripped_leading_numeric_id,False,,spiritual_religious_practice,True,medium,True,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Kabbalah sephira balance: Tiferet' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Kabbalah sephira balance: Tiferet'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Kabbalah sephira balance: Tiferet'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Kabbalah sephira balance: Tiferet'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Kabbalah sephira balance: Tiferet'.""}"
F0330,Desire to influence others,Desire to influence others,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Desire to influence others' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Desire to influence others'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Desire to influence others'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Desire to influence others'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Desire to influence others'.""}"
F0331,Vivacity,Vivacity,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Vivacity' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Vivacity'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Vivacity'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Vivacity'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Vivacity'.""}"
F0332,Genialness,Genialness,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Genialness' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Genialness'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Genialness'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Genialness'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Genialness'.""}"
F0333,Cognitive measure: Working Memory Index,Cognitive measure: Working Memory Index,,,False,,cognitive_psychometric,False,medium,False,requires_formal_psychometric_testing,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Cognitive measure: Working Memory Index' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Cognitive measure: Working Memory Index'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Cognitive measure: Working Memory Index'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Cognitive measure: Working Memory Index'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Cognitive measure: Working Memory Index'.""}"
F0334,Ethical practices,Ethical practices,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Ethical practices' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Ethical practices'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Ethical practices'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Ethical practices'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Ethical practices'.""}"
F0335,945. New-Age spiritual metric: Channeling sessions / year,New-Age spiritual metric: Channeling sessions / year,945,stripped_leading_numeric_id,False,,spiritual_religious_practice,True,medium,True,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'New-Age spiritual metric: Channeling sessions / year' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'New-Age spiritual metric: Channeling sessions / year'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'New-Age spiritual metric: Channeling sessions / year'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'New-Age spiritual metric: Channeling sessions / year'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'New-Age spiritual metric: Channeling sessions / year'.""}"
F0336,Civility,Civility,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Civility' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Civility'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Civility'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Civility'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Civility'.""}"
F0337,Sleep Apnea,Sleep Apnea,,,False,,clinical_psychological_scale,False,high,False,requires_validated_clinical_instrument_or_diagnosis,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Sleep Apnea' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Sleep Apnea'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Sleep Apnea'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Sleep Apnea'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Sleep Apnea'.""}"
F0338,Classiness,Classiness,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Classiness' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Classiness'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Classiness'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Classiness'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Classiness'.""}"
F0339,Control over situations,Control over situations,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Control over situations' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Control over situations'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Control over situations'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Control over situations'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Control over situations'.""}"
F0340,Time outdoors/day (h),Time outdoors/day (h),,,False,,behavioral_frequency_count,True,low,True,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Time outdoors/day (h)' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Time outdoors/day (h)'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Time outdoors/day (h)'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Time outdoors/day (h)'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Time outdoors/day (h)'.""}"
F0341,Effeteness,Effeteness,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Effeteness' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Effeteness'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Effeteness'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Effeteness'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Effeteness'.""}"
F0342,Polygenic risk: cardiovascular disease,Polygenic risk: cardiovascular disease,,,False,,medical_biological,False,high,False,requires_medical_lab_or_genetic_evidence,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Polygenic risk: cardiovascular disease' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Polygenic risk: cardiovascular disease'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Polygenic risk: cardiovascular disease'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Polygenic risk: cardiovascular disease'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Polygenic risk: cardiovascular disease'.""}"
F0343,Psychological construct: Identity Diffusion level,Psychological construct: Identity Diffusion level,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Psychological construct: Identity Diffusion level' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Psychological construct: Identity Diffusion level'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Psychological construct: Identity Diffusion level'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Psychological construct: Identity Diffusion level'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Psychological construct: Identity Diffusion level'.""}"
F0344,Learning through movement,Learning through movement,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Learning through movement' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Learning through movement'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Learning through movement'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Learning through movement'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Learning through movement'.""}"
F0345,Caffeine sensitivity gene,Caffeine sensitivity gene,,,False,,medical_biological,False,high,False,requires_medical_lab_or_genetic_evidence,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Caffeine sensitivity gene' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Caffeine sensitivity gene'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Caffeine sensitivity gene'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Caffeine sensitivity gene'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Caffeine sensitivity gene'.""}"
F0346,Hatefulness,Hatefulness,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Hatefulness' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Hatefulness'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Hatefulness'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Hatefulness'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Hatefulness'.""}"
F0347,Persistence:,Persistence,,stripped_trailing_colon,True,header_like_trailing_colon,header_artifact,False,n/a,False,not_a_scorable_facet_category_header,False,,,
F0348,Psychological construct: Perfectionistic Strivings,Psychological construct: Perfectionistic Strivings,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Psychological construct: Perfectionistic Strivings' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Psychological construct: Perfectionistic Strivings'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Psychological construct: Perfectionistic Strivings'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Psychological construct: Perfectionistic Strivings'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Psychological construct: Perfectionistic Strivings'.""}"
F0349,Wake-time consistency,Wake-time consistency,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Wake-time consistency' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Wake-time consistency'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Wake-time consistency'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Wake-time consistency'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Wake-time consistency'.""}"
F0350,Numerical Reasoning:,Numerical Reasoning,,stripped_trailing_colon,True,header_like_trailing_colon,header_artifact,False,n/a,False,not_a_scorable_facet_category_header,False,,,
F0351,Social-cognition variable: Mentalizing network activation,Social-cognition variable: Mentalizing network activation,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Social-cognition variable: Mentalizing network activation' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Social-cognition variable: Mentalizing network activation'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Social-cognition variable: Mentalizing network activation'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Social-cognition variable: Mentalizing network activation'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Social-cognition variable: Mentalizing network activation'.""}"
F0352,Patriotism,Patriotism,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Patriotism' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Patriotism'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Patriotism'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Patriotism'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Patriotism'.""}"
F0353,Leadership Styles:,Leadership Styles,,stripped_trailing_colon,True,header_like_trailing_colon,header_artifact,False,n/a,False,not_a_scorable_facet_category_header,False,,,
F0354,Servility,Servility,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Servility' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Servility'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Servility'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Servility'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Servility'.""}"
F0355,742. I Ching hexagram 24 resonance level,I Ching hexagram 24 resonance level,742,stripped_leading_numeric_id,False,,spiritual_religious_practice,True,medium,True,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'I Ching hexagram 24 resonance level' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'I Ching hexagram 24 resonance level'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'I Ching hexagram 24 resonance level'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'I Ching hexagram 24 resonance level'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'I Ching hexagram 24 resonance level'.""}"
F0356,Enneagram Personality Types:,Enneagram Personality Types,,stripped_trailing_colon,True,header_like_trailing_colon,header_artifact,False,n/a,False,not_a_scorable_facet_category_header,False,,,
F0357,Stress Recovery Ability,Stress Recovery Ability,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Stress Recovery Ability' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Stress Recovery Ability'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Stress Recovery Ability'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Stress Recovery Ability'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Stress Recovery Ability'.""}"
F0358,Troubleshooting technical issues,Troubleshooting technical issues,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Troubleshooting technical issues' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Troubleshooting technical issues'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Troubleshooting technical issues'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Troubleshooting technical issues'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Troubleshooting technical issues'.""}"
